hh_id,hand_washing_facilities,electricity,floor,highest_education_achieved,wealth_quintile,number_of_people
f8ac96a5f87dd9ac85f033a5d16657c9,no,no,earth_sand,secondary,1.0,2
d2fbc538fe4f441f2d7e1a28f8ff440b,no,no,cement,after_secondary,1.0,1
d0492ca0441c8690da322b14774e7baa,yes,yes,earth_sand,,2.0,2
33f6c3d98beb64f23bea1d265ea42081,no,no,floor_other,primary,3.0,1
8e80beb63134756b9007c3eb42185ab6,yes,no,cement,some_primary,1.0,1
c133146dfbce2a1de2f6364f00ba6517,no,no,floor_other,after_secondary,1.0,1
f638c85eb091ef433de3fa3a2ab4cbe2,no,yes,cement,some_primary,1.0,2
c9399faa9af2617a41f4587a5a12f770,yes,no,earth_sand,after_secondary,3.0,1
6526e5d3137df05fee70253868605e6d,no,no,earth_sand,some_primary,3.0,2
390818af534e2e837edecf4222becaab,yes,no,earth_sand,,3.0,6
ce1736564a65a417e25aeebab15e19b2,yes,no,earth_sand,some_primary,1.0,2
7513bce8004c148bd1ac1be1942c198e,yes,no,floor_other,primary,3.0,1
859c8d111e04c3e803358ae3bc02745f,no,no,earth_sand,secondary,3.0,2
6d22fa37adc31a9d0660448750fde327,yes,no,earth_sand,secondary,2.0,1
26f514706be255dff16f2454ffbbeb52,no,no,earth_sand,primary,5.0,1
9ccd29760588cb17c965c7e9bb230a28,yes,no,earth_sand,some_secondary,3.0,1
32b7b3217244fd8e57ef4bc43d54bae7,no,no,earth_sand,some_primary,3.0,10
07814aae947ae157e53dc273dc644eff,no,yes,floor_other,some_secondary,1.0,1
5272fb483916ff189bc74e9015cbbdc9,yes,no,earth_sand,secondary,1.0,1
8d6cd752c475ab94f5934787eb4df65e,no,yes,floor_other,primary,2.0,1
f1b909291bb182578893b5ea97231e9b,no,yes,earth_sand,some_primary,3.0,1
efcdf514aa5ff831d7f75c7e3344fe46,yes,no,earth_sand,some_primary,1.0,1
37eb53ab03efe843019ad21ebe7ce739,yes,yes,earth_sand,primary,1.0,1
3e41090dba9ccefa4232a1d005f4b9b2,yes,no,earth_sand,secondary,4.0,1
926aafe5687a0881670348b4fd73c65e,yes,no,floor_other,primary,4.0,1
0408b947c551c2e8aacf59c081ae4f6b,no,no,cement,primary,1.0,1
6142ebf67395699f2f80c8dc3d09bfc4,yes,no,earth_sand,primary,3.0,1
d8ba3c9f43e33287d34910c7fa17256a,no,no,earth_sand,some_secondary,3.0,1
74b2042b0d2f0ea230b29e3d811118ea,yes,no,earth_sand,some_primary,1.0,2
d1ab221350948d98f8f197c723c902b6,yes,no,earth_sand,primary,4.0,2
8f0030dedf116d64c51de4ea2a2c6a3b,yes,no,earth_sand,some_secondary,5.0,1
339f0377ece1cd81e621e6132dcb764a,no,yes,earth_sand,,1.0,3
db75840be8f42e01744b907c0c0ce1cf,yes,no,floor_other,primary,2.0,1
0cd95cc85445dd0b4dff266a98daf62c,yes,no,cement,some_primary,2.0,2
b1e35ece69b3806e61ad1a7e4ea7c79e,no,no,floor_other,secondary,2.0,3
71cd2abf765fd89579ff68d8d5b764cc,yes,no,earth_sand,primary,3.0,1
5f58cb29e3fa2e7b775bb675692fe85f,yes,no,earth_sand,none,1.0,1
2ac089308b4995985fb984e39b00858d,yes,yes,cement,primary,1.0,1
2b8c668e4177ef290218c977545d469d,no,no,earth_sand,some_primary,2.0,3
dcf0c878c1fbba5f864564fa828718d8,yes,no,earth_sand,secondary,1.0,1
cf493542e8e10f3312f34c141f363af1,no,no,earth_sand,primary,1.0,1
261b8d5a2aac6c38a09fe82b3a021273,yes,no,earth_sand,none,4.0,1
c6c824a3e7e7e00f4788db65501c8205,yes,no,floor_other,some_primary,4.0,1
1a96cfdf23c0cf51f8939ce6a9cd9449,no,no,cement,primary,5.0,5
c67c02ce57f398fb0d14d89b5133f730,no,no,earth_sand,none,3.0,1
a5d81cd7217065a7e7c52b7b3a061f15,yes,no,earth_sand,some_primary,1.0,2
bddcabf5cb02339eb9779131f7d70bd9,no,no,cement,primary,3.0,1
5255ff3deb53ffaa5bfdcbc53eb2be89,yes,no,floor_other,secondary,1.0,1
9dbe4086a9f4501eb9a775853d720481,no,yes,floor_other,secondary,1.0,2
1565affd399a4f3c406eeb3a6b19c017,yes,no,cement,some_primary,2.0,1
986c687fb40c92970cf223976ed63b73,yes,yes,floor_other,some_primary,1.0,1
11ad1af5b5d6fda536318418a41058b3,no,no,earth_sand,some_primary,1.0,3
59877d3bab649dc5d35d91fc68005f46,yes,no,earth_sand,primary,1.0,1
1567cbffa3a83f195adb79998c2c9ae3,yes,yes,cement,primary,5.0,1
8542bb09859903759b2e263300178e89,yes,no,earth_sand,some_primary,3.0,1
286e78a06edeb7da5a61a5d3305e35e6,yes,yes,earth_sand,primary,2.0,1
429d561f4e5aeb04980e614e8d182ea8,yes,yes,earth_sand,some_primary,3.0,1
b8e1c2e03dd45622b50d8c8ecf9866dd,no,no,earth_sand,after_secondary,4.0,1
a2a9e2a762d5826c78f3de476e379e6a,yes,no,earth_sand,some_primary,3.0,1
868b58223abce3966c8636e4b2f1ffa6,yes,no,cement,primary,1.0,2
dbeb9df8797207c35c9fa134c7893f8b,yes,yes,floor_other,secondary,1.0,1
46372e8e9298d6c443843b7924c38cc5,no,no,earth_sand,some_primary,2.0,1
dcff1d90666c9de26b8a3a196e62f4b1,no,no,earth_sand,primary,3.0,1
4b0d18cb4ae3a4a09eef692881637cbe,no,yes,earth_sand,primary,4.0,8
a38c8a1e8e48da7d73fe841250da72a7,yes,yes,earth_sand,some_primary,4.0,5
0c2dbc6491b9f643621ecc8b968fdf1d,yes,no,floor_other,none,2.0,1
6d196b8b29272a9fd708dbb1145f04f8,no,no,earth_sand,primary,2.0,2
1ee7a7dca2fbb24fe6bc227998a499ac,no,no,floor_other,some_primary,1.0,1
f04584944e670d2ec0fd0bbf102d00be,no,no,cement,some_primary,1.0,1
28e0689080f4775f18b618075bfa3671,no,yes,earth_sand,,2.0,1
33919ead17a3aa234b41d5b58ab5d493,no,no,floor_other,none,2.0,1
1c9597ef7c2f7deaa7e3aed8833ce8b7,yes,no,earth_sand,some_secondary,4.0,1
339703733c70979dbf619b2a2876a582,yes,no,floor_other,some_primary,2.0,4
6bf4d2d41f91764eaa6c980ebda68ecf,yes,no,earth_sand,some_secondary,1.0,1
e8f342e8836e48e9b4df0ff625ed552d,no,no,earth_sand,primary,2.0,2
942b4927648018f858a1838d1a47ba72,no,yes,cement,secondary,3.0,1
311613d6165c74b33eea397aa1b2dd3c,no,no,cement,after_secondary,1.0,1
3d833408ce66860d03c2ffd3303c40e7,no,no,floor_other,secondary,1.0,2
66b46eb0a4206f51c1bec1ca0dd1ba28,yes,no,cement,some_primary,5.0,1
228d2aeacf4f345d7da7ac3c74248afb,yes,yes,earth_sand,secondary,2.0,1
a026a03ef896a5701c40557173d2b0a5,no,no,earth_sand,secondary,1.0,2
9cbb1ab74a01d00449e8f511ee394f53,yes,no,earth_sand,primary,2.0,1
20786da12665983fd0178c99d4c37d1d,yes,no,cement,some_primary,3.0,1
f603d8310dae5c116dd3d58b42b812a3,no,no,earth_sand,some_primary,4.0,1
f99a6f9c5eb131c463b5fda6b12b20f5,no,yes,earth_sand,some_primary,5.0,1
02587db7d00dceefc7f876b58b2262d0,no,no,earth_sand,some_primary,1.0,3
85182fea256547aa5b656f892ae94a4e,no,yes,earth_sand,some_primary,2.0,2
1b69d0aa0947a061de2d24ee4659fdc6,yes,no,earth_sand,primary,1.0,1
03a30d5a0567962243dd29d9b30d148c,yes,no,earth_sand,none,1.0,3
ed4572dd209536bee9f9625fc4d08b9d,yes,yes,earth_sand,some_primary,1.0,1
5c79e68ad9b19b0b5a6bb524683988de,yes,no,cement,some_secondary,4.0,2
13f4582d529636f9ec973cee4327f7be,no,yes,earth_sand,secondary,1.0,1
c8165ef1d04e1e2467239576474cf755,yes,no,cement,primary,1.0,1
7476c501c5e8ae8cf29e6bc7c9f3b3c2,no,no,earth_sand,secondary,4.0,1
56dd8c57883a73734a9cce6a8447b022,yes,no,earth_sand,none,5.0,3
743519e061b526550d3af96a14ece264,yes,yes,earth_sand,none,1.0,1
647ebb20fc26a8388e29509d26461b00,yes,no,earth_sand,some_primary,1.0,2
f05f9afc1422d053e64fb9139b9ffd8f,no,no,floor_other,some_primary,3.0,1
0df76f6836c70be2f62d73b28bebf1fe,yes,yes,cement,primary,2.0,2
44fc832361a1c3cd879b713f1f5acf38,no,no,cement,primary,4.0,1
c2f7df4783e406f7180b96fbe6515138,yes,no,earth_sand,some_primary,3.0,2
dd261ffbecfe7ed8c62842cbc64d5766,no,no,earth_sand,after_secondary,1.0,1
592c513641103e8fb4b1bc36a19691d3,no,no,floor_other,some_primary,3.0,1
0499606cbb181beca854623c4593b166,yes,no,cement,primary,5.0,1
d3565d4953d76a4d28b83cf65404f72d,yes,no,cement,secondary,1.0,1
453675fb6b29ebbcdc7ef56d98b6bfa4,yes,no,earth_sand,none,1.0,1
a342e504d5f54e1f2f7a40c90e024a55,yes,no,earth_sand,primary,4.0,1
586e712c09d820e5ec0faa83d48e64cd,no,no,floor_other,some_primary,1.0,1
2da51e846e17160600bd082777c7e86d,no,no,earth_sand,some_primary,1.0,2
c5c6836792ef6895c2812a8ea42116d0,no,yes,cement,secondary,1.0,1
63010155cb9c51f5038ddcb112826908,no,no,earth_sand,primary,3.0,1
2920dd0c2e880efd0b8d17e77ed1e19d,no,no,floor_other,some_secondary,4.0,1
ae0ae48b0d91f153bee6b2381ee4f61b,yes,no,earth_sand,some_primary,4.0,2
22db035ce6e5a21ea98f7a6f976ec384,no,no,earth_sand,some_primary,2.0,1
0ffcd7bceefaf8529d43ddad9a578f24,yes,no,cement,some_secondary,1.0,1
0fc2c784b27e5b579344f9abc1268138,no,no,floor_other,some_primary,1.0,1
6f8fd0d71cbb2473cf24a1b39f3815e1,no,no,earth_sand,some_primary,2.0,1
6f8ec42d20700392efc523379a85ff04,no,no,floor_other,secondary,3.0,1
39cac9b870750b00a7e4b22397918a6e,yes,no,cement,none,1.0,1
bc10f2c463526b7e3c65d223c3866495,yes,no,earth_sand,some_primary,1.0,2
f7ae28a93ce1228e53f20cdbed0ca43b,no,no,earth_sand,secondary,2.0,1
2a26312f2adddd600249bdb17dbd2bd3,no,yes,earth_sand,after_secondary,2.0,1
4741c3c507f69af027163c34960a989b,yes,no,floor_other,some_primary,1.0,1
2187ca7eab4b94cd7332e17331696072,no,no,cement,some_primary,1.0,2
1aa3d5e5dfbaebd1215ac09df7df8258,yes,yes,cement,some_primary,3.0,1
4d74e4e394d77c68fa7b8aba752704f0,no,no,floor_other,none,3.0,1
61b6641d468e6918a3ed5e778a2a7780,yes,no,cement,some_primary,3.0,1
e04ee83f760faa959a68b30b4d95787e,no,no,cement,some_primary,3.0,3
dc623a0c629c4d763a5f1cf960d61fab,no,no,earth_sand,primary,2.0,2
a5e827a07096c293d1a9ba0453b28748,yes,no,cement,primary,1.0,1
0187f359e2279ebb0b79782099fd91bd,yes,yes,earth_sand,primary,4.0,3
60fa39ec1984dcaf1f99f93df7406051,no,no,earth_sand,primary,4.0,1
420a4a0634f120a50ebfefe922ed298f,no,no,earth_sand,secondary,5.0,3
5bde726b1bdb1d888e14c5c78f85586b,no,no,earth_sand,some_secondary,3.0,1
7fa0b8497fccc50a1c875984b5aa84fc,no,no,cement,,5.0,4
4b4b5919004ee65a59401d2a40b06e84,yes,no,cement,,1.0,1
48ccb3adab5b6d670e76912f5313815e,yes,no,earth_sand,primary,4.0,1
2ba0a2fa91afe76941d97d38038cb80d,no,no,floor_other,none,3.0,1
5f0180ea11c851dba9b0b7e038d350ac,yes,no,cement,primary,4.0,2
5fc675587f64d1285ce986a07b02a287,yes,no,earth_sand,some_secondary,1.0,3
05e903881acdd5279e1aa22ade4d0bae,yes,no,earth_sand,after_secondary,3.0,1
f385694fe0c8f581d1a2cded20350e61,yes,no,earth_sand,some_primary,1.0,8
6bc04067211d60f727e73a5f2cd9a89e,yes,no,earth_sand,some_secondary,1.0,5
f191f140c56565f9acba98dbfe8ed54d,yes,no,earth_sand,some_primary,3.0,1
35603dd2bfc11f423409b7284a9948f2,no,yes,earth_sand,some_primary,3.0,1
40ab294f524b4924019ec9ab5f156f0d,yes,no,floor_other,some_primary,4.0,3
ebf84a50e681bc3821b236ebe4444b77,no,no,earth_sand,primary,1.0,1
8c5e8612bdeaf5de040911f8dc66a66a,yes,yes,earth_sand,primary,4.0,1
f1874bea6828b9304fcfde1b3a12b80a,yes,no,floor_other,some_primary,1.0,3
591ee47917ec02c52a6c3f6f744c9e02,no,no,floor_other,secondary,1.0,1
6686b901d26b8fa49fa90351862dc645,no,no,earth_sand,some_secondary,1.0,1
fa9e38664f300215ec54a285e2065aa5,yes,no,earth_sand,some_primary,1.0,2
09cb0120eedeb5ad6151e41ec20cecd2,yes,yes,earth_sand,some_secondary,1.0,1
7a26efa0bf1f483faf71098afbda0d79,yes,no,earth_sand,some_primary,1.0,3
1d8462478fbe58da24e5ef094a1ce5b6,no,no,floor_other,some_primary,2.0,1
94b216d3b7ff6964cc7f62045ce0c882,no,no,earth_sand,primary,1.0,1
95da37d61a995569ebf73b2c0c1b618c,no,no,cement,none,4.0,1
d84579b443e18747541d492173dc5346,yes,yes,earth_sand,primary,1.0,1
262c46737d57642530e5d47a013612af,no,no,earth_sand,primary,4.0,1
00c44dfe92d61f4377e91ccb1fc0d1e3,no,yes,floor_other,primary,2.0,1
38efe84d71ca5a23c9adab8599a27808,no,no,earth_sand,some_primary,3.0,2
7b139868910753878744b55c96a58c74,yes,no,floor_other,primary,1.0,1
ccc263f650a430428d79ed4d6577cb25,no,no,cement,none,2.0,2
d4a6b02bee2ab87e005968ecaa91fa87,yes,yes,cement,primary,1.0,1
e2cf4add4c8e211a53595845b5d0ac5e,no,no,earth_sand,some_primary,3.0,1
5151d5e78847e2a37690939a4825a195,no,no,earth_sand,some_secondary,4.0,1
57e0bf86f5d3910938a62c1ffa5b9d1a,no,no,cement,some_primary,2.0,1
43c49c5757d8e0e1a5d9afa8fcba78dc,no,yes,earth_sand,some_primary,3.0,1
e267cfe13dad912578e388b61303307c,no,no,cement,primary,1.0,1
d959522d28edd7eb9e8eb5ba0b83def3,yes,yes,earth_sand,some_primary,1.0,1
d63cda35f697bf83b42d925679d286c2,yes,yes,earth_sand,some_secondary,3.0,1
2df47f50dacd10c1f2ec607ad0adc6b2,no,no,cement,some_primary,2.0,7
c911c1abc3b70d3caa5beb6634510e67,no,yes,cement,primary,2.0,1
318632fe5e6177e7dbe94c5257ffaf0e,no,no,earth_sand,none,1.0,1
388946ac2ada1b67d61c4cdfbe02db7c,yes,no,earth_sand,some_secondary,1.0,1
8fabe40f923d86d5e1cb2f777df70bd4,yes,no,earth_sand,primary,2.0,2
1db301b1bafb1105a3bf92a24b4c6703,yes,no,earth_sand,some_primary,5.0,1
1a93ae274b65de37cdc75ec023ba694d,yes,yes,cement,some_primary,1.0,1
e0624378662055756eae8ab17256757d,no,no,cement,some_secondary,1.0,1
d0d81e25e7313d485bc464e02905e577,no,yes,cement,some_primary,1.0,3
64b3246bff2e33ad08ab31a19a35da2b,yes,no,earth_sand,some_primary,1.0,1
7ade4588f671f856bddadcdd3a840375,no,no,earth_sand,some_secondary,1.0,1
3e4db38a3ab4e33470657b42bec3a5d1,no,no,earth_sand,some_primary,1.0,3
85fd88bbccbce5ceec65dc14c43e4167,no,no,earth_sand,some_primary,2.0,1
8c89a51a1639b413b8a62e7538be7206,no,yes,cement,none,3.0,3
3364f35f117ab7cd8eb37e451362e74f,yes,no,earth_sand,primary,1.0,7
c138e301ffd7f6bf339a7da6211794ca,yes,yes,earth_sand,secondary,3.0,1
ba718e1be3aa9fa225425b0b0939866b,no,no,floor_other,primary,3.0,1
88fa1c28f447b34e45c4507b3e694f2f,no,no,floor_other,some_primary,3.0,1
19cb9c74533c82d06b615beb941b17c7,yes,yes,earth_sand,some_primary,1.0,1
b591763bcb038e9c50b099c22dc300ed,no,no,cement,secondary,1.0,1
9d379799fbbc24e97c68f82041aa6cca,no,no,earth_sand,some_primary,1.0,2
fd99fc3bc5ecb75f3b96c03c3ef9838d,no,no,cement,primary,2.0,2
df3a8051deeddde79e8159fc8e9a2f19,yes,no,earth_sand,some_primary,3.0,1
8c59ba05003347f3db8b9b971441f109,no,yes,earth_sand,some_primary,1.0,2
38b3ae322f5fd8ba5929a769d697a03d,yes,no,cement,some_primary,4.0,1
4ddf7e69c045e2ee4943391f06731f4f,no,no,earth_sand,some_primary,3.0,1
86b81b2dbb70a0bd221800bfe2def7e8,no,no,earth_sand,secondary,2.0,1
ae5d33004e628adcd3f924d7e3c4b411,yes,no,earth_sand,some_secondary,4.0,1
11f65a088cae44f21e636db306e3339e,yes,yes,earth_sand,some_primary,1.0,1
482abc7d37cab88cbe094a5fe5872d00,no,yes,earth_sand,some_primary,1.0,1
5e48fd3d2c611368c56ed909c01816d2,no,yes,cement,some_secondary,2.0,1
89e872bb78b53c72723916eb2538d09f,yes,no,cement,primary,4.0,3
8eed6adffbc12283dbfb30cea584c316,no,no,cement,after_secondary,5.0,1
af1e36b1710ccc72bac9a18fc1717797,no,no,floor_other,none,3.0,1
389b2a8faea80bbb09516ea795ce8a57,no,no,floor_other,primary,2.0,4
2bbac04a4225b56696493a22d7cd0433,no,no,earth_sand,secondary,1.0,1
5416c9f3ca8181756bba0cf9aec8a119,yes,no,cement,some_secondary,3.0,1
50fef6f573fd5ac6607ac76db6bbf7a8,yes,no,earth_sand,secondary,3.0,1
1421b8b675cbc4e5d7f4161e25974765,no,no,earth_sand,primary,1.0,1
57924805274dd82ce4b9ff8973680036,yes,no,earth_sand,some_secondary,1.0,1
8316fb3bc5f519609f47e299d09ef21d,yes,no,floor_other,secondary,2.0,3
b6b673485f16d81996c16fbec42cb502,yes,yes,cement,none,2.0,3
418b9c970a7e7d62d7ae32ed11aee608,no,no,earth_sand,some_primary,1.0,7
6665a103caed4fcf29b013acb27cd548,no,yes,cement,some_primary,3.0,2
e55ac02461cd2a6a8fef354464753983,no,no,earth_sand,,1.0,4
76c8b3c0ecfa9ed77a04b79a93500b4b,yes,yes,earth_sand,primary,1.0,2
59c73179e6a0f70cdd9ee0976a86439b,yes,no,earth_sand,secondary,4.0,5
4081a098762d46229a1c6ba83e8cfbdd,yes,no,earth_sand,some_primary,3.0,1
d2596a7d731ca2f84a38fb51e5a90e9d,no,yes,earth_sand,primary,3.0,2
28a05f17e79c44b1f3c00a023b0580dc,yes,yes,earth_sand,primary,4.0,2
d2c96e1843a9d18ad41795bab085ff6e,yes,yes,cement,some_primary,1.0,1
59ebb09bbaae49e377d25ff8608ae5dc,yes,no,earth_sand,primary,4.0,2
d377188d344cee257caa5e8581199694,no,no,earth_sand,some_secondary,2.0,1
806e0b58d97c6296e6a09632a9911ae6,yes,no,earth_sand,none,3.0,2
d80a06ba1cfc04dbf50a83570d0192b2,yes,yes,cement,some_primary,3.0,5
7f31ed09e0aeb1f3596c83021c9e2031,no,yes,floor_other,some_primary,1.0,1
13d18de936caa7d202b788789be0de20,yes,no,floor_other,some_secondary,3.0,1
c33acf85a25a60dab42b687b3c7d591f,no,no,floor_other,primary,2.0,1
945583dc7ff0ba9b10483cdc2be92498,no,no,cement,primary,2.0,1
28234377b2a4851d7617aa1067c5d8e9,yes,no,earth_sand,primary,3.0,4
baea377dd3b4f361b04227d86be075af,no,yes,earth_sand,some_primary,4.0,1
a8b0d19d4cc4e824b8a24fb447f65221,no,no,floor_other,some_primary,3.0,2
e208eebb57c63e11727b8ab51d244501,no,no,cement,some_primary,1.0,1
7247f3d39842ab114c34e26ee4164f3f,yes,no,cement,none,1.0,1
b25e48eac3959e1be9a24f390a79a269,yes,yes,floor_other,some_primary,2.0,1
e718d18527ea091442256d16d76134ea,no,no,earth_sand,none,3.0,2
f7b621d73ab8c98676c0b2b718622eaf,yes,no,cement,some_primary,1.0,1
e98d7c1fc2d3d736c571144319bd6aa6,yes,yes,cement,some_primary,4.0,1
f32822852aa17205d625e86af5fbdfe5,no,no,earth_sand,primary,2.0,2
776624a4968db08717ac41c95434f36a,no,no,earth_sand,some_primary,2.0,1
21558bf61a2492fdac5c39a9ccfac0bc,yes,no,cement,primary,2.0,2
c34b19d482d82146fc7411a9e45420ac,yes,yes,cement,secondary,1.0,1
e45b19f6fdf28c391ecca700e11037c0,no,no,earth_sand,primary,1.0,3
75415ee06496746a42b5205a35de3e9b,yes,no,cement,,2.0,1
bf644047d20df6d8ffbb40e17f4044f5,no,no,earth_sand,some_primary,1.0,1
4ae160714694d6240cf7dcb718b4ea31,yes,no,earth_sand,primary,2.0,1
75bf40d2835bf89865e18849b12d125d,yes,no,earth_sand,secondary,4.0,1
f87d64d343349ce04633bc502fa48b6e,yes,no,cement,primary,3.0,3
d5135adf23cd39acba5eb9d9b5c98f50,yes,yes,earth_sand,secondary,1.0,2
b5197a9615d517e923845f2a29e85d3b,no,yes,earth_sand,primary,1.0,1
23a81995c8110a644b7633b8c7ec6966,no,no,earth_sand,primary,2.0,3
b8d919702e423888053a0fd7d67aba5e,no,no,earth_sand,after_secondary,1.0,1
6eea8e6535d9dd3b68724c72fab8a4b0,no,no,earth_sand,some_primary,1.0,6
8684d39289312a67a587b3713d4703e4,no,no,earth_sand,none,5.0,3
9e4763f4fd6fa93b64c48a20516192f5,no,no,earth_sand,some_primary,2.0,1
d9be5d97c7179d7066a2a02e59407ca6,yes,yes,floor_other,,3.0,1
81d29f18d71ccb7bd545f8f132ce2810,yes,yes,floor_other,some_primary,4.0,1
e9febf1793760af45b4064819d9c7f24,yes,yes,earth_sand,some_secondary,3.0,3
ea9c41f4881f9bf6d97c6f49daac5ed0,yes,no,earth_sand,primary,3.0,1
424aa9d8f36aa39f3a762b0bf8194d72,no,no,earth_sand,primary,1.0,1
8d616550fbfd7fb0c2343d32fbf7e647,no,no,earth_sand,some_primary,2.0,1
658e815b8b2b98bb16d2331abe4dfb9c,yes,no,floor_other,some_primary,3.0,1
cd32ad142e69243ea6ab433271d4b5e8,yes,no,earth_sand,some_secondary,5.0,2
4bda4b04428072ea215dba13a32c1450,no,yes,cement,some_primary,3.0,3
cd0e87cd7022cb1047edd19fc6db06b5,yes,no,earth_sand,some_primary,3.0,2
87ee8b5fd5dc9d497a6329213e091921,yes,no,earth_sand,primary,1.0,1
d5c2dc4c1792d514fe0244a71988deca,no,no,cement,none,3.0,1
91d16e5047744e21c0858a548308b821,no,no,floor_other,some_primary,3.0,1
861b06ca1dc6204b63a860034652223c,yes,yes,earth_sand,none,4.0,1
289786993fff591f379cd5d4cf439a27,yes,no,floor_other,some_secondary,2.0,1
d30e6794e07df2c94e00078dbd2b29ec,no,no,earth_sand,primary,2.0,1
193f69dfd7af021dd6de3c26d0098175,no,yes,cement,secondary,3.0,1
523d19de86c4db856ab6b87dbf56b9e2,yes,no,earth_sand,some_primary,2.0,7
bf513069cf644841a0651a989489848c,no,no,earth_sand,some_primary,3.0,1
495f7a4e63a6caa86bf45f93c07de693,no,no,earth_sand,some_primary,2.0,1
bb39555f04ed8e4cc5b02eeaf12ae09b,yes,no,earth_sand,primary,1.0,1
f2d88a3f8b1c0dfd9c6315be7f779c84,yes,yes,earth_sand,primary,3.0,1
605ef2395ecdb7749b1bf9c372dc50bd,yes,no,cement,primary,4.0,1
d9238a1f31ea43cbb3a6fcd95f2708e7,yes,no,earth_sand,primary,1.0,1
55d9f590769f3dd4c28b786e09541554,yes,no,cement,some_primary,1.0,1
f6a106c45c6b8570f04cbec88498dbad,no,no,floor_other,none,1.0,2
fd1ca41b89ac2c602b3fa0e34163d0a5,no,yes,earth_sand,none,1.0,1
e68d13c52c9510ee2fbfefe0067623d7,yes,no,earth_sand,some_secondary,1.0,2
6ca8e85bbf55f0dfb432621c8120e3c3,no,no,earth_sand,some_secondary,1.0,3
ab8ac9d16c219ec250d9e14a7e55cf98,no,yes,cement,primary,3.0,1
2edd05867823224d9d9390fa853d334d,yes,no,earth_sand,after_secondary,4.0,2
d6d5856a480856e106425ba38281a783,yes,yes,cement,some_secondary,2.0,1
805ea18f2f2611db465cae9a25337a34,yes,no,floor_other,primary,3.0,3
fab7c3eaba7e4d81520d95f81f33ba42,no,yes,earth_sand,some_primary,5.0,1
9f03433fe621507529ade8825e6f4b23,no,no,earth_sand,primary,1.0,1
dd4b6bd364a43550cbab1e95a9935d5b,yes,no,cement,after_secondary,2.0,1
30c7daa75f612d6eeeb489409469212e,yes,no,floor_other,some_primary,3.0,1
bffbace31b6875a287f20196e7d0aaf0,no,no,earth_sand,some_primary,2.0,4
64a912bdad3552db60e40314eb0285c8,yes,yes,floor_other,none,1.0,1
c34248fd1555bfcbd7d43ad231cd782f,no,no,earth_sand,after_secondary,3.0,1
792663cfe267e98c7508de76aa01b811,yes,yes,cement,some_secondary,3.0,1
d019c172e2532a2600e6421b77c5383f,yes,no,cement,secondary,2.0,2
4c9ccae2674f2f5a7cee1091ad4c1ae3,no,no,earth_sand,secondary,3.0,1
d8694528a0477dde7b837bd00826e02f,no,no,cement,primary,3.0,1
f9538402537b34305180c2177a60fc25,no,no,cement,secondary,5.0,8
8bfc8f4b7fa4a990df0b679b5468e15b,yes,no,earth_sand,secondary,2.0,1
a506981b9475b6f6dd6c6906dc604f63,yes,no,cement,primary,1.0,1
7a2b94e81aeda3fb71729fe9c6af9780,no,no,earth_sand,secondary,1.0,1
5aeb614981b77e7279978ec4378963c1,yes,no,cement,primary,2.0,1
f03207995cf6a4612a5471d04b71849b,no,no,earth_sand,some_primary,1.0,2
c9dac58905a56dbe46fdb793bad1f671,no,no,cement,primary,1.0,1
071cae9f7a133ad2a01085dd7c9a1e41,yes,no,floor_other,primary,1.0,2
224e83ca126a5f0ac864f251b65b638f,no,yes,earth_sand,some_primary,1.0,4
6b83d60334acf8f77ca0936064b9e8ed,yes,no,earth_sand,some_primary,2.0,1
b6402de80a667201bdb5ffefe5dbb573,yes,no,floor_other,some_secondary,3.0,1
1e46a52200b28f7a274e7560859bd2cc,no,yes,earth_sand,some_primary,5.0,5
7ef6b8a6c6ebab2f31a8eb2d0ed1d007,yes,yes,earth_sand,some_secondary,1.0,1
0927d4aa23ba15952c7e7dd7115702ba,yes,no,earth_sand,some_primary,4.0,1
30d566e1ca8931e9f66a6c57dd4fe495,no,yes,cement,some_primary,2.0,1
916e253a4dc1cd4233e6049ed9868e88,no,yes,cement,primary,1.0,1
78cc4ab893ff191915448259c1e1234e,yes,no,earth_sand,none,3.0,3
d79ae1d8d452218fdae8e8c3e0f07a4a,no,no,earth_sand,primary,2.0,5
80e8a9f2ad8918bf989b19ff133b48f1,yes,no,cement,some_primary,4.0,1
b018843ca65cd2a4d484464bd8bfb65d,no,no,cement,some_primary,1.0,2
102dd511f89f58d92e57adfe1ba40e84,no,yes,cement,primary,4.0,1
2cb0fedca4d33ed505989578aff66999,yes,no,earth_sand,secondary,2.0,1
3384844d9d3eb1cd7b969cfe080a2d9f,no,no,cement,some_primary,3.0,4
a0aea0bb5061db3461e2d58ae869c6c6,no,no,earth_sand,some_primary,3.0,1
48a0330da48995fdfac30df656493f87,yes,no,earth_sand,some_primary,1.0,1
6f8203fbac678b8cf09f389532b818a5,no,no,earth_sand,some_primary,1.0,1
b333ae88294455ec29d337dc3b58cce4,yes,yes,earth_sand,some_primary,3.0,6
941dc2a537f8fbb445b645af956e9b78,no,no,floor_other,after_secondary,1.0,1
7830c1b0e6cff1c08e5416c74c7a327d,no,no,floor_other,secondary,4.0,4
c753f6c4e5c2a3060648a0f410064ddc,no,yes,floor_other,some_primary,1.0,3
aa14c36c550182249a1b31c2a99503fc,no,no,earth_sand,secondary,3.0,3
