hh_id,hand_washing_facilities,electricity,floor,highest_education_achieved,wealth_quintile,number_of_people
5b6fad4735a2168377c4feda54e125ea,yes,no,earth_sand,some_primary,1.0,3
4cc7a6fb8a29c1eb6a60e47114794872,yes,yes,floor_other,primary,3.0,1
8f43d9a0c563e2ff03f79a7e206029e6,no,no,cement,after_secondary,2.0,6
76c97c11cdb691b30ce74f0b96e1c9f9,yes,no,earth_sand,some_secondary,5.0,1
7d3ab944f89ee93112ca7437ca532641,yes,no,earth_sand,some_primary,4.0,1
35837835d6f23ead72af0a4fff614ff7,yes,no,cement,primary,2.0,1
f3f41d7f1c90221ec9cf57012e49df13,no,yes,earth_sand,primary,3.0,1
10928c36e229d11403a47f1888de65ea,no,no,earth_sand,some_primary,1.0,1
03a5c328b11be6fd5a9bf2698a2a1525,yes,yes,floor_other,some_secondary,1.0,1
783356477e28e2cae2ad131bcad78d25,yes,no,floor_other,primary,4.0,1
458035d980e4f8e0460c663a34a8f024,no,no,earth_sand,some_primary,4.0,1
e176c1fe5ad66b2cea1254c29938035b,yes,no,cement,secondary,2.0,1
9f9b88addba41b48a51ff0c640e4f9aa,yes,no,floor_other,primary,1.0,1
ba30c5295895292e56d7a5f7ade10831,no,no,earth_sand,none,2.0,1
cc877d8caf4f5045aabc8387a945122d,yes,yes,earth_sand,none,3.0,6
b6d8bf2d842ea5873a7a296ca5991bcd,no,no,earth_sand,some_primary,3.0,1
367d54ac513636a7cefa015164c2b588,yes,no,earth_sand,some_primary,2.0,1
34012a9ebd4b735904e1fdf22ca10d1c,yes,no,earth_sand,some_primary,2.0,2
4d8c5da134252def8a84860d223924fe,no,no,earth_sand,none,2.0,2
b247e7629d7c60f1484fa36ab0395703,yes,no,earth_sand,some_primary,2.0,2
a6b8f5a73baceecef454be8f757ba7b7,no,no,earth_sand,some_primary,1.0,1
000aad055ddc870ac219ee02c2a93f65,no,no,earth_sand,after_secondary,3.0,1
21cb27ea25dea66fb9f827bbc6148e11,yes,no,earth_sand,some_primary,3.0,1
8bf6063f61b3f41df66e1da8a18b594b,yes,yes,earth_sand,some_primary,4.0,1
990461ebaadf23a401f5d2cbc8288ec8,yes,no,cement,,1.0,5
f91762e16cc3701b794d4e1836029b71,no,yes,earth_sand,after_secondary,1.0,2
3058eef86be82456087dafe0bed6f3ee,yes,yes,earth_sand,some_primary,4.0,8
b73de7b08de062202cbc6ae6d47c84f4,no,no,earth_sand,some_primary,5.0,1
77c2981bbef282a17b45d00edc56da75,yes,yes,floor_other,some_primary,4.0,1
0587aabda16fe4cf5bba465c4a9a11e0,yes,no,earth_sand,none,1.0,1
41d5819bc2f15deb512b46ae5efbef09,no,no,earth_sand,some_primary,4.0,3
d606f9120a7d9fb991d9adaa776ed692,yes,no,earth_sand,some_secondary,1.0,2
a3871aad0fb1e7c9e0a7e603b368289f,no,yes,earth_sand,some_primary,3.0,1
5ffdecde3ef49ecaa8b0f23385f2a564,no,no,earth_sand,primary,3.0,2
dc30112ac33f414bdcabf7287d2d29f6,yes,yes,floor_other,after_secondary,1.0,1
73997041fce0db2edb8230cba9536e3d,yes,yes,cement,primary,3.0,1
b4af5222268d401a1d7b3773abd51503,yes,yes,floor_other,primary,5.0,1
d9ed143cdfa8b97fe8cd41abb8f83233,yes,no,earth_sand,after_secondary,1.0,4
ab1fdd43b68ad72f3539604fcb1e75db,no,yes,earth_sand,primary,3.0,2
53680c15ae0b33e84709be9b2247dd74,yes,yes,floor_other,secondary,1.0,1
dc5bc8b2f13c643a2e6e57d797b256e4,no,yes,earth_sand,some_primary,1.0,1
5a14f1f3ff2031668327f015ae6b7513,yes,yes,earth_sand,some_primary,4.0,1
2cf1d0b11e5124d4f6d79493ebed75ce,yes,no,earth_sand,none,1.0,1
d10878f3ae6250ef87144637142f59c0,no,no,earth_sand,some_primary,3.0,1
fc543e6d9bdb216bc053aa4da2de9464,yes,no,floor_other,primary,1.0,2
28b5cbd6f3b1b6d29bc8fac5629a33b3,yes,no,earth_sand,primary,4.0,1
3d5643dd5302690acda2cdb74069fbc6,no,no,cement,none,3.0,1
a4077daa7fdae204e88214463a7b7326,no,no,earth_sand,some_primary,1.0,1
f9f9444dfa3f937a6afbbcbe6ff5046e,no,no,cement,some_primary,2.0,1
304c9d7e1088ba013e187975943bf897,no,no,earth_sand,secondary,1.0,1
3fd9668cc3b4113b8a8dcc45e5ce4a39,yes,no,cement,primary,1.0,1
8aea07f5a858dc77c4f6e672aa7df073,no,no,earth_sand,primary,4.0,1
be8d5f8e7c0ef21673441fbe815b7577,yes,no,floor_other,primary,1.0,1
d8de6862179c2ae811ad50142b4e1d9c,no,no,earth_sand,some_secondary,2.0,2
08e137d961f76bd553b305b17b64853e,no,yes,earth_sand,some_secondary,2.0,2
b267d2c7b00202a5fb97e69e2573b9b5,no,no,earth_sand,some_secondary,4.0,1
cfda083a14c5248e5bcb1d1af241e4ab,no,no,floor_other,after_secondary,4.0,2
75dd9d41d26f0775071157b76d3a8f41,no,no,earth_sand,primary,1.0,1
4b18f5366d4a84851b71c545138abfa3,yes,no,earth_sand,primary,1.0,1
fb73e7816abac7be74d7976028361e58,no,no,floor_other,secondary,1.0,1
22892a218c7665d8786c226bafa7ba4f,yes,no,floor_other,some_primary,1.0,1
42f1282c226ee536b3ac761db2b5129e,yes,no,earth_sand,none,4.0,1
43950304715626b55a202d9c50b97477,no,no,earth_sand,primary,4.0,1
cd8431b06418f04adae8ee22193cec72,yes,no,cement,some_primary,1.0,2
c1e5691b0dfab8d5f96bd1846e6bbcae,yes,no,earth_sand,primary,2.0,5
cff4cebd49cb37250127d97a1403941d,no,no,cement,secondary,1.0,1
f2cfdd0b2744b24ea5d7a952a42f51b9,yes,no,earth_sand,some_secondary,1.0,1
39008f0330b427f665a6f5c38b47869f,yes,no,cement,some_primary,1.0,9
d5437ad9f620a439d075d98791ea30e9,no,no,earth_sand,secondary,1.0,1
9e3f8aa5a92623118aa89a12f5548681,yes,yes,earth_sand,none,4.0,1
3af933fb1924fb5b86029ead926608f5,yes,no,cement,some_secondary,1.0,1
a48d7968f6cd48a58e747869f300cccd,yes,no,earth_sand,primary,5.0,4
7438806839a93970fa5adb7ae6fdffd7,yes,yes,floor_other,some_secondary,4.0,1
bbf32b71808e124935c1de3ccadb1003,yes,no,floor_other,some_primary,1.0,1
e8edffed53f7fc9ca6b16a3f51adaadb,no,no,floor_other,some_primary,2.0,1
848619abbcef58ae5f98e9f3e978bc87,yes,yes,cement,primary,1.0,1
c9f2f7c1c8ff715f5205e58b5abefe09,no,no,cement,none,4.0,3
9c70a71fe5aef67e3dfc70a8247e027c,yes,no,cement,primary,2.0,2
9798fae414783db698548e374d7241f2,no,yes,earth_sand,some_primary,2.0,1
f39554117886a1e4b5305be46d2c3ba1,no,no,cement,none,2.0,2
95aff6995c9b0393db4c846579a24441,yes,no,floor_other,some_primary,5.0,1
30fc837ef08bccf7209a1367898c5ad3,no,yes,earth_sand,after_secondary,1.0,1
ccec6363332441960ba193a91092ab8e,yes,no,earth_sand,some_primary,4.0,1
df508181fd6606e19a9a48181cfd871a,no,no,earth_sand,none,5.0,2
d9ec9efa0b936be8ec43a16f6f4fe8ff,no,no,earth_sand,primary,1.0,100
8815c445786e8ad0df036d661eef6705,yes,yes,floor_other,some_secondary,5.0,1
e121032e728f197399cfdc3cb01f7e59,no,no,earth_sand,secondary,2.0,3
824c93ee834f4a60f1dac9e5e396d65e,yes,no,earth_sand,secondary,1.0,1
67b1231fbfee281fb8c761b911d12bd8,yes,no,floor_other,secondary,3.0,1
4d3ebc2ecf58d60110a66b2a207b2d4c,no,no,earth_sand,none,3.0,1
5e8c3de1a0816054d749c2dbc83a0748,yes,no,floor_other,secondary,4.0,1
5e91cc8b4c080012ea33d2029d708a05,no,no,cement,some_secondary,4.0,2
7486f9fd3d262610c8848fa907eb7fb5,yes,yes,floor_other,primary,4.0,2
7857e5be3dc85d38fe3c306529425d23,no,yes,earth_sand,primary,3.0,1
26396fe7df32f55f9d5d6118d740ce64,no,no,earth_sand,some_primary,1.0,1
a522d071a996a03489c023afeee39b06,no,no,cement,some_primary,1.0,1
fd999e719542fbd904aa1698f17aa13a,yes,no,floor_other,secondary,2.0,1
235b8c0aa09385447bad91dcb0394bb5,no,no,earth_sand,primary,2.0,1
fdc84bc2c5aa57e7d99b186ff385500d,no,no,earth_sand,some_primary,4.0,1
b01cfe5ebe1fb68811a3a5d65e7e4527,no,no,earth_sand,secondary,1.0,1
20c63f6905c054fc4a8e8329a6e5dfad,yes,yes,earth_sand,some_secondary,1.0,4
a337314812f11c7a25b3b81c49851e28,yes,yes,earth_sand,none,3.0,1
ab9cb4e616f51c57385b3aca6479555f,no,no,earth_sand,some_primary,2.0,1
3cbaba1df7b9ceb34ac8abff481e8adb,no,no,cement,some_secondary,4.0,2
8a891e618f8d4be5d6e053696ccec968,yes,no,earth_sand,some_primary,1.0,1
ad8341122d5425b86e58c43e125ac7b8,no,yes,earth_sand,some_primary,2.0,1
2eb07c2c007814ecd1dec47ba25b44e6,no,yes,floor_other,some_primary,3.0,5
19b744fb769f0a8a1932ea100c2ef681,yes,no,cement,none,4.0,1
a2b5ed700d57b707d1c17690c5ae3383,no,yes,earth_sand,primary,3.0,2
02ed766b2d67f5b6f4f721f1d1eff002,yes,yes,floor_other,primary,1.0,3
5fa0d71a0cbf3e9cdff6c40a951d0cfc,yes,no,floor_other,some_primary,1.0,1
03d997b33f1340ecbe05a23d8a477075,no,no,earth_sand,none,3.0,2
8cae85190516c6be684ba9814bea886b,no,yes,floor_other,primary,4.0,1
a78b73afc20cb0fe2026bd4805c0d367,no,no,earth_sand,some_secondary,3.0,1
d11e92a1d52108efc90b94ecb367036c,no,no,cement,secondary,2.0,3
cda1f564308d0a026433b8ef3c0aa509,yes,no,cement,secondary,2.0,1
67b101845ce6e0dcbabdfcb045c2c952,yes,no,cement,some_primary,1.0,1
ab402bc38041b629014fdd9c20585298,yes,yes,earth_sand,secondary,1.0,1
9082ca80aa0a905befafbad5326a4245,yes,yes,cement,secondary,2.0,1
58115f9e19b611fc75969428b0a430f2,yes,no,cement,some_primary,2.0,2
cf5eba12983bd2d1e21bd25186ad82aa,no,yes,floor_other,none,3.0,1
f467b167aaa44a33b7e22f64afaf9783,no,yes,earth_sand,primary,1.0,1
24d6a09170a8ade2d8837cc2adf386eb,no,no,floor_other,primary,1.0,3
dfb1522fd95ea43bd4822db45ef5ffef,yes,no,earth_sand,secondary,1.0,4
b600562992bd7584200d0cc70d6ac0d4,no,no,earth_sand,some_secondary,1.0,2
ea47807ee348fec6ec9f234ad5b043d8,no,no,earth_sand,none,1.0,3
c64277ba407a4c193527e54780746299,no,no,earth_sand,some_primary,3.0,1
422a3c6aafa4109d40a7069ef8bcc3b6,no,no,earth_sand,secondary,5.0,1
5ceb37811bdf1e741eb0b95f2b33ca01,no,no,cement,some_primary,1.0,2
dc093c6ade189ec8f8bcd2eb369c94f3,no,no,earth_sand,some_secondary,3.0,1
ee023f70177898152b024e55af0f25c0,no,yes,earth_sand,primary,5.0,1
60c4c58ff3aa9d4bc210e7856b6fdfdc,yes,yes,earth_sand,none,4.0,1
8eefba3dc0b6b2c0af09e8b2e821617a,no,no,earth_sand,some_primary,1.0,5
4ca92051a722b9a94b15cd752100e348,yes,yes,earth_sand,some_primary,1.0,1
7a9a6ff0db88ac91305119f042d2df93,yes,no,earth_sand,some_primary,2.0,1
df2fc0e5b57398b4f496cc40d7a4cb03,yes,no,earth_sand,secondary,1.0,1
e0aca53b945098617788d487f2eaf680,yes,yes,floor_other,primary,3.0,1
60293f75c633800c3e1eaf1846acb915,no,no,cement,some_primary,3.0,3
c341e3653a5715776d9de65a1e3eeda5,yes,no,earth_sand,some_primary,3.0,1
20487998c3b725f96f54984d0f347bdb,no,yes,earth_sand,some_primary,2.0,1
01ef3c0ddc084f071af2956c01e938d4,no,no,floor_other,secondary,5.0,1
8d935bdf7b96020f7fd96a13a5e2bc61,yes,no,earth_sand,primary,1.0,1
c37ae86802636441e383d6de3731c075,yes,no,earth_sand,secondary,2.0,1
468cf1e19bd0447d2753e1a7a9590f7e,yes,no,earth_sand,primary,4.0,2
4cc6193f847f4f98c397781e46389146,no,no,cement,primary,4.0,1
b9b3a9176c77ef7e4f0c9f065856e3e1,yes,no,earth_sand,secondary,3.0,1
f22402f132940cd771675bc371e05c66,yes,yes,earth_sand,primary,1.0,4
dcf9bc7458672f3672ddf9c10eed6f3c,yes,no,earth_sand,after_secondary,1.0,5
17918d91232594672b39d32533057ce1,yes,no,floor_other,some_primary,4.0,1
c874c2d75af7deeef19aca2b34eb603c,no,no,earth_sand,primary,4.0,1
1ce4219953cf8f7cc339b5d45a66eaf3,no,no,earth_sand,some_primary,2.0,1
ec2d95727d4d60d8958f4684b8bd496e,no,no,earth_sand,some_primary,3.0,1
8b2620f4a7fa4403038573287abdbb60,no,no,earth_sand,none,1.0,1
3e24b39b0448d0689932a6e2e8b3b1e0,no,yes,floor_other,some_secondary,1.0,1
6606f21cd470b0e7d009b2df366422ae,yes,no,cement,some_primary,1.0,1
db616a424508acf2f7b9d8fc5aac505f,no,yes,earth_sand,some_primary,4.0,3
73bb380fadf93b707ef1b82e26b5e5a1,no,no,cement,,5.0,2
311e38855cf64926991c2affd9f953f0,no,yes,floor_other,some_primary,1.0,4
e65312a438e219d10d4ec2b6c35a5124,no,no,earth_sand,some_primary,4.0,1
fc1969a4f5ba102d8d3d549b1dd673d7,yes,no,earth_sand,some_primary,3.0,2
bb4d2d152fcb8d7a4f77768c5b9e8875,no,no,cement,secondary,1.0,1
395b8c255f9619f9aefc09f4ed876388,no,no,floor_other,secondary,4.0,2
56e27065cb96135a5c680afec2107456,yes,no,earth_sand,primary,5.0,1
1fcea3d0b0351687b6914ec338b30589,yes,no,cement,some_primary,4.0,4
c42201f4bc4acc8ad2ad7caadb1535df,yes,yes,earth_sand,some_primary,1.0,1
5288bd16737b9d31bda08457a25aa135,no,yes,cement,primary,2.0,6
9c426841af6a0cca20791fd4ec410c70,yes,no,floor_other,secondary,2.0,1
a8280a100b0b8ce6157886a5d969ad61,yes,no,earth_sand,some_primary,3.0,2
157d684794cd1b61374dd683288751e0,no,no,earth_sand,primary,5.0,1
6ba2112973f4508c29a0e770256bdac6,no,no,earth_sand,secondary,4.0,3
92e81f144e292ee3af36be600ade38b1,no,no,floor_other,none,1.0,1
4a9a84bdb8adc2f87df2cd37622776d1,yes,yes,cement,some_primary,1.0,2
89bac9c7811124c7b02f45d889e16e1a,yes,no,cement,some_primary,3.0,4
8e5a7ba788215c57c1c5b20fc1f4144c,yes,no,earth_sand,some_secondary,2.0,1
7f9afd929a44a26055e95c06a92bcc5c,yes,no,cement,some_secondary,2.0,1
18644d643fc77daa51cb74c1fcd8d172,no,no,floor_other,primary,2.0,1
7a1f935777a417778f2bc62d28e97ad0,no,no,earth_sand,some_primary,3.0,1
ba9bb86761dac591e4f9df25703a25c3,no,no,cement,primary,4.0,1
ee42827952115b49278abc2777843fc9,yes,no,earth_sand,primary,4.0,1
4b3620f9c41da4544a3932c5a0f25b11,no,no,floor_other,secondary,3.0,1
329ee60734e027bf0d5508ff01ecc003,no,no,earth_sand,primary,1.0,1
1ac8fb7e59ecab45fd45738f77ce5a46,yes,no,earth_sand,some_primary,1.0,1
468be3a7c2a46a442dbad12129e7c6b2,yes,no,cement,some_primary,2.0,1
292d21d5375019d6604043b47fef7441,yes,yes,earth_sand,none,3.0,1
f560a969bdd2eb2814e0d34610f6f0b4,no,no,cement,primary,4.0,1
5877005f9aeb66fca2f643de5f3d0a02,no,no,floor_other,primary,2.0,1
b774d20b233c988d7e1159793088f48d,yes,no,earth_sand,some_primary,2.0,3
c1d9e5b223118b700724470ee1fba0fc,yes,no,cement,some_primary,1.0,1
edcc359178ea284f473a28c077a84223,yes,yes,earth_sand,some_primary,5.0,1
cf56c3f4b140487908157d31e82e643d,yes,no,cement,none,1.0,2
cd996ec10aa65af52169d0b61abe28e0,yes,no,earth_sand,some_primary,2.0,1
385909f7e2c990f11cb392777784b291,no,yes,cement,primary,2.0,1
60bf46ea20486f03e4972af986c22678,yes,no,floor_other,primary,4.0,1
9551a4257cdc94697fdc5426eb9cffc6,no,no,floor_other,some_primary,1.0,2
6bf080c4846049858ab72665d1023b5e,yes,no,earth_sand,some_primary,5.0,3
61a992a38c091776fd42788b3da9de68,no,no,earth_sand,secondary,1.0,1
cd0fe5da7877d3ba4352bbca4c859d3d,yes,no,earth_sand,some_primary,1.0,100
0641a793fe265df1875c5e816afa8b70,yes,yes,earth_sand,some_primary,1.0,1
eaa9ac5c81f7f50b5a8800d953859808,yes,no,cement,secondary,1.0,1
b560fdab4d5c611d6bd54509fa6eea4d,yes,yes,earth_sand,none,1.0,2
bf217ffef86a6d39bd6a1a224a0c2944,no,no,floor_other,some_primary,3.0,1
773f5a18246b1b8a9c81cf87d6702a13,yes,yes,cement,secondary,1.0,1
fe46ffb5a6cef6c3369b2f0b3093b130,yes,no,earth_sand,some_secondary,5.0,3
3b26077359fb6135864480bd72b3f23a,yes,yes,earth_sand,,5.0,1
8b098aa8d10020cbefdae0d99b4a1dfe,yes,yes,cement,secondary,1.0,1
a1638a32b57d041d58189e462c82b618,no,no,cement,some_secondary,4.0,3
3330c57f5674ddd66ad1d9ecb6bb7edc,yes,no,cement,some_primary,4.0,1
64e284e401b4d687820ab67973b8fb9d,no,yes,earth_sand,some_primary,5.0,2
5b6130d16a4f6f83cb073c38cd21bb8d,yes,no,cement,some_primary,2.0,1
9a88b1e2167b3881e6f0972836fee74f,no,no,earth_sand,primary,4.0,1
9127fd2d4a9177129ed448a494029504,no,no,floor_other,some_primary,1.0,6
2fee66de97deb87933b55a96ff36d2be,no,yes,cement,some_primary,1.0,1
da2141acaaa98f45b16a0d0402830b26,yes,no,earth_sand,some_primary,1.0,3
5a3374d325c08785058eb7f3670f6737,yes,yes,earth_sand,none,1.0,1
f359c43a32c0321e1a70eba9467bf8a4,no,no,cement,some_secondary,1.0,1
0aa34133eb2845cfde49d3fce4b1b347,yes,no,earth_sand,primary,3.0,1
9c34359f30029c3f7e29be8bf1d32df2,yes,no,earth_sand,primary,1.0,1
30377230c326f4a212e765af60869e82,yes,no,earth_sand,primary,3.0,2
7191f49d2e83c62b4f9a830443e2d8a3,no,yes,floor_other,some_secondary,3.0,2
ae749251bab22a166790bf190551534f,no,no,earth_sand,some_secondary,3.0,1
d06a7242e61f027cfc31872de7ccc42f,no,yes,earth_sand,primary,4.0,1
3db4583d90111b03662ff145d80ec97f,no,no,cement,secondary,1.0,1
ecd047ee6fd77ba319fd41cd265838f4,no,no,earth_sand,some_primary,1.0,1
0ca057187bcd9c45168a710e341dea30,yes,no,earth_sand,some_primary,4.0,1
232ecb19eaf0556217911c69ecaa2e6e,no,no,earth_sand,secondary,3.0,4
deed0abf04758e4eedce874c3e1b3ce2,yes,yes,cement,primary,3.0,1
163760de2edd7169b775c4fad82a2779,no,yes,earth_sand,none,1.0,1
4f177152946e2c43ae737fa9fb771691,yes,no,earth_sand,some_primary,4.0,1
eed8ddec8c5f5ebaadddd36f6d91bfb1,no,yes,cement,some_primary,4.0,1
55ff9d020634343de197eb0131c5bff2,yes,no,floor_other,primary,1.0,1
6d25514cea0361cabfc8aa213f5bccf4,yes,no,earth_sand,primary,4.0,2
687a42746c730531ac3ba6e39a2bf057,yes,yes,earth_sand,some_primary,1.0,3
460fec751b3753ed51aef4732695bed8,no,yes,earth_sand,some_primary,5.0,1
5b000193384b8c4b6c72eb2b093a547f,yes,no,earth_sand,some_primary,3.0,1
ced59180f15b4f9cd2c16041baef2907,no,no,earth_sand,primary,1.0,3
09284e718adab9062496bf2104f371c0,yes,no,cement,some_secondary,3.0,1
967ba93cbd1b230a896064eb5e6ca29d,no,yes,cement,some_primary,5.0,1
dae43aa5d73a002aea83be031d0e3fda,no,no,earth_sand,none,1.0,1
4f3be70e5c165fae8511c26f7ee0bf01,yes,no,earth_sand,secondary,1.0,1
e7615e722e5c38d4585f355e0aade443,no,yes,cement,some_primary,3.0,3
e451eb3be99a446f8f51041030780b92,yes,no,earth_sand,,3.0,1
efb48b8d1201bc78093a48c5afe241be,no,no,cement,some_primary,3.0,1
bd956d0678cc9b9a73156dec0a7ac7d2,yes,no,cement,primary,4.0,1
c5d32e347dfabc036422b91291afe7b9,no,no,earth_sand,some_primary,1.0,1
d0ec77be90944edb2231d283e2f6a8c5,no,no,earth_sand,primary,3.0,3
a6c24bbde6ad15876969cce98c4ed022,no,no,earth_sand,,2.0,1
9f816238661e961eb0467c9d3a1427b2,yes,no,earth_sand,none,1.0,1
f419f4eefcdbf23caeff3ce25393fd1a,no,yes,earth_sand,primary,1.0,5
89adcf86839f3621d949318efa9e238a,yes,no,earth_sand,after_secondary,1.0,1
2058e436bbe961b8b4bed66e0f6c12be,yes,no,earth_sand,none,1.0,1
83eacb0a40b138f2143d54a7cc5e511e,no,no,earth_sand,some_primary,1.0,1
dc11f15c59ee100b20818fe4e546f10b,yes,no,earth_sand,secondary,5.0,4
c25eeba05a505b8dbb1f5cdbaab5abb3,no,no,earth_sand,primary,3.0,1
983c018f1fdaefaf5951c8fc95395241,yes,yes,cement,primary,2.0,2
611612f10a0539ed9ec067fd67822f38,no,no,earth_sand,primary,1.0,1
fead72716b940e3c2d698971ed7b171c,yes,no,earth_sand,primary,1.0,1
ecfb1bf681036548fefd71a5652efb5b,yes,no,earth_sand,secondary,1.0,1
826b74d4743e0ac604ba98697b3dfc82,yes,yes,earth_sand,after_secondary,3.0,1
e1f08e37387c4a786bceefb76ccffa6a,no,yes,earth_sand,none,1.0,3
5cc2a50ca9008fd3241486991e4bc5d9,no,yes,cement,some_primary,3.0,2
7201e0b226eb3acbe47b2bc7275defd4,no,yes,earth_sand,some_primary,3.0,2
c377d7ce919b9b7e06debd003da61f60,yes,yes,earth_sand,some_primary,3.0,1
9dd805de2b60749d7d9e8e894b1bb9e5,no,yes,cement,some_primary,4.0,1
0679329438f8df7e5e381fc69d41c4bf,no,no,floor_other,primary,1.0,1
4adbff6957091aa1bc0f74121972a3ec,yes,no,earth_sand,some_primary,1.0,3
5fbedc9a1c98fe32ce309e928ef7e1bf,yes,no,earth_sand,primary,1.0,1
3c2655963b7f47bc78cded8e3d77b761,yes,no,floor_other,none,4.0,1
b684c85c9f41cf404c90ede27c620ecc,no,yes,earth_sand,primary,4.0,1
46f79172f1be8a8aa455d08ae4c7519b,no,no,cement,some_primary,4.0,2
7e97e8e3bf17a3115a712e9d0bb28e29,yes,no,floor_other,some_primary,1.0,1
2bfe9180edaa1af962da544b4258c6b8,yes,yes,cement,none,3.0,1
04f28e4b032d7ed1e2aaa7f5d1da16f2,no,no,floor_other,some_secondary,1.0,3
647bdfc84db222dfd04e7b840137408f,yes,no,cement,secondary,5.0,3
6d9924de7cfe9527e974451fcb1e378f,yes,yes,cement,some_primary,1.0,1
ebf5900fccea2a90c17effb4e48ba8d1,no,no,earth_sand,some_primary,4.0,2
4f37fece86190c1560920faf74df7bb3,yes,yes,earth_sand,some_primary,3.0,1
ba34e47835dab5ac75c110eb4ea7ebd3,no,no,earth_sand,some_secondary,3.0,1
38593b7ab0564f342631a31ecf97b29e,yes,yes,floor_other,some_primary,2.0,1
8d4c49f3ccf5acf74061468a6e77f171,yes,no,floor_other,secondary,2.0,7
4b18264477a5f3865d000a7a3ad4d72b,yes,no,floor_other,none,1.0,1
b63c1e868c6bbeeeb339132a66901be7,no,no,earth_sand,some_primary,4.0,3
8a9b70a03a1bc866e34f52f37f0dbc65,no,yes,floor_other,none,4.0,1
41a834e0c0f3098556c74ffa23e9c691,yes,no,cement,some_primary,2.0,3
51399bd50e3fc664c875f68f8a62f5ed,no,no,earth_sand,some_secondary,4.0,4
93941a8f3ece68ee388819538b203564,yes,no,cement,some_primary,2.0,1
39587f52ba13c6859d4d25609d9457ca,no,no,floor_other,secondary,5.0,2
8053915ffb93257447e2ef042ed857a1,no,yes,earth_sand,secondary,1.0,1
634a6c27d0e8876231e08af0ad52dac7,no,no,cement,,3.0,1
f7e8f0123fcd256f0dc2a01dfbd58fef,no,no,cement,none,1.0,1
f63c75af3706134c22a78759b65e43c7,yes,no,earth_sand,primary,2.0,1
339785b6cd058143384eb3af7c91510b,yes,no,cement,some_primary,2.0,1
7ebc239a14c7a3e5da66460a1bac3051,yes,no,cement,primary,1.0,1
